Time,sleep_predictions
2021-01-13 19:19:30.500,1.0
2021-01-13 19:20:00.500,1.0
2021-01-13 19:20:30.500,1.0
2021-01-13 19:21:00.500,1.0
2021-01-13 19:21:30.500,1.0
2021-01-13 19:22:00.500,1.0
2021-01-13 19:22:30.500,1.0
2021-01-13 19:23:00.500,1.0
2021-01-13 19:23:30.500,1.0
2021-01-13 19:24:00.500,1.0
2021-01-13 19:24:30.500,1.0
2021-01-13 19:25:00.500,1.0
2021-01-13 19:25:30.500,1.0
2021-01-13 19:26:00.500,1.0
2021-01-13 19:26:30.500,1.0
2021-01-13 19:27:00.500,1.0
2021-01-13 19:27:30.500,1.0
2021-01-13 19:28:00.500,1.0
2021-01-13 19:28:30.500,1.0
2021-01-13 19:29:00.500,1.0
2021-01-13 19:29:30.500,1.0
2021-01-13 19:30:00.500,1.0
2021-01-13 19:30:30.500,1.0
2021-01-13 19:31:00.500,1.0
2021-01-13 19:31:30.500,1.0
2021-01-13 19:32:00.500,1.0
2021-01-13 19:32:30.500,1.0
2021-01-13 19:33:00.500,1.0
2021-01-13 19:33:30.500,1.0
2021-01-13 19:34:00.500,1.0
2021-01-13 19:34:30.500,1.0
2021-01-13 19:35:00.500,1.0
2021-01-13 19:35:30.500,1.0
2021-01-13 19:36:00.500,1.0
2021-01-13 19:36:30.500,1.0
2021-01-13 19:37:00.500,1.0
2021-01-13 19:37:30.500,1.0
2021-01-13 19:38:00.500,1.0
2021-01-13 19:38:30.500,1.0
2021-01-13 19:39:00.500,1.0
2021-01-13 19:39:30.500,1.0
2021-01-13 19:40:00.500,1.0
2021-01-13 19:40:30.500,0.0
2021-01-13 19:41:00.500,1.0
2021-01-13 19:41:30.500,0.0
2021-01-13 19:42:00.500,0.0
2021-01-13 19:42:30.500,0.0
2021-01-13 19:43:00.500,1.0
2021-01-13 19:43:30.500,1.0
2021-01-13 19:44:00.500,1.0
2021-01-13 19:44:30.500,1.0
2021-01-13 19:45:00.500,1.0
2021-01-13 19:45:30.500,1.0
2021-01-13 19:46:00.500,0.0
2021-01-13 19:46:30.500,1.0
2021-01-13 19:47:00.500,1.0
2021-01-13 19:47:30.500,0.0
2021-01-13 19:48:00.500,0.0
2021-01-13 19:48:30.500,0.0
2021-01-13 19:49:00.500,0.0
2021-01-13 19:49:30.500,0.0
2021-01-13 19:50:00.500,0.0
2021-01-13 19:50:30.500,0.0
2021-01-13 19:51:00.500,0.0
